Date,Source,Site ID,POC,Daily Max 1-hour NO2 Concentration,UNITS,DAILY_AQI_VALUE,Site Name,DAILY_OBS_COUNT,PERCENT_COMPLETE,AQS_PARAMETER_CODE,AQS_PARAMETER_DESC,CBSA_CODE,CBSA_NAME,STATE_CODE,STATE,COUNTY_CODE,COUNTY,SITE_LATITUDE,SITE_LONGITUDE
3/4/2020,AQS,530330030,1,34.7,ppb,32,Seattle-10th & Weller,23,96,42602,Nitrogen dioxide (NO2),42660,"Seattle-Tacoma-Bellevue, WA",53,Washington,33,King,47.597222,-122.319722
3/5/2020,AQS,530330030,1,34.7,ppb,32,Seattle-10th & Weller,23,96,42602,Nitrogen dioxide (NO2),42660,"Seattle-Tacoma-Bellevue, WA",53,Washington,33,King,47.597222,-122.319722
3/6/2020,AQS,530330030,1,41.9,ppb,39,Seattle-10th & Weller,24,100,42602,Nitrogen dioxide (NO2),42660,"Seattle-Tacoma-Bellevue, WA",53,Washington,33,King,47.597222,-122.319722
3/7/2020,AQS,530330030,1,28.1,ppb,26,Seattle-10th & Weller,23,96,42602,Nitrogen dioxide (NO2),42660,"Seattle-Tacoma-Bellevue, WA",53,Washington,33,King,47.597222,-122.319722
3/8/2020,AQS,530330030,1,25.1,ppb,24,Seattle-10th & Weller,23,96,42602,Nitrogen dioxide (NO2),42660,"Seattle-Tacoma-Bellevue, WA",53,Washington,33,King,47.597222,-122.319722
3/9/2020,AQS,530330030,1,33.7,ppb,31,Seattle-10th & Weller,23,96,42602,Nitrogen dioxide (NO2),42660,"Seattle-Tacoma-Bellevue, WA",53,Washington,33,King,47.597222,-122.319722
3/10/2020,AQS,530330030,1,30.9,ppb,28,Seattle-10th & Weller,23,96,42602,Nitrogen dioxide (NO2),42660,"Seattle-Tacoma-Bellevue, WA",53,Washington,33,King,47.597222,-122.319722
3/11/2020,AQS,530330030,1,30.8,ppb,28,Seattle-10th & Weller,23,96,42602,Nitrogen dioxide (NO2),42660,"Seattle-Tacoma-Bellevue, WA",53,Washington,33,King,47.597222,-122.319722
3/12/2020,AQS,530330030,1,34.1,ppb,32,Seattle-10th & Weller,23,96,42602,Nitrogen dioxide (NO2),42660,"Seattle-Tacoma-Bellevue, WA",53,Washington,33,King,47.597222,-122.319722
3/13/2020,AQS,530330030,1,17,ppb,16,Seattle-10th & Weller,24,100,42602,Nitrogen dioxide (NO2),42660,"Seattle-Tacoma-Bellevue, WA",53,Washington,33,King,47.597222,-122.319722
3/14/2020,AQS,530330030,1,11.3,ppb,10,Seattle-10th & Weller,23,96,42602,Nitrogen dioxide (NO2),42660,"Seattle-Tacoma-Bellevue, WA",53,Washington,33,King,47.597222,-122.319722
3/15/2020,AQS,530330030,1,12.4,ppb,11,Seattle-10th & Weller,23,96,42602,Nitrogen dioxide (NO2),42660,"Seattle-Tacoma-Bellevue, WA",53,Washington,33,King,47.597222,-122.319722
3/16/2020,AQS,530330030,1,25.4,ppb,24,Seattle-10th & Weller,21,88,42602,Nitrogen dioxide (NO2),42660,"Seattle-Tacoma-Bellevue, WA",53,Washington,33,King,47.597222,-122.319722
3/17/2020,AQS,530330030,1,41.4,ppb,39,Seattle-10th & Weller,23,96,42602,Nitrogen dioxide (NO2),42660,"Seattle-Tacoma-Bellevue, WA",53,Washington,33,King,47.597222,-122.319722
3/18/2020,AQS,530330030,1,53.9,ppb,50,Seattle-10th & Weller,23,96,42602,Nitrogen dioxide (NO2),42660,"Seattle-Tacoma-Bellevue, WA",53,Washington,33,King,47.597222,-122.319722
3/19/2020,AQS,530330030,1,58,ppb,55,Seattle-10th & Weller,23,96,42602,Nitrogen dioxide (NO2),42660,"Seattle-Tacoma-Bellevue, WA",53,Washington,33,King,47.597222,-122.319722
