Dmax Ozone,Year,Month,Day,OZONE-WEIGHT,Flag,Date Local
0.036,2000,05,09,31,0,5/9/2000
0.036,2000,05,09,31,0,5/9/2000
0.038,2000,05,10,32,0,5/10/2000
0.038,2000,05,10,32,0,5/10/2000
0.038,2000,05,10,32,0,5/10/2000
0.038,2000,05,10,32,0,5/10/2000
0.05,2000,05,11,42,0,5/11/2000
0.05,2000,05,11,42,0,5/11/2000
0.05,2000,05,11,42,0,5/11/2000
0.05,2000,05,11,42,0,5/11/2000
0.054,2000,05,12,46,0,5/12/2000
0.054,2000,05,12,46,0,5/12/2000
0.054,2000,05,12,46,0,5/12/2000
0.054,2000,05,12,46,0,5/12/2000
0.054,2000,05,13,46,0,5/13/2000
0.054,2000,05,13,46,0,5/13/2000
0.054,2000,05,13,46,0,5/13/2000
0.054,2000,05,13,46,0,5/13/2000
0.064,2000,05,14,64,0,5/14/2000
0.064,2000,05,14,64,0,5/14/2000
0.064,2000,05,14,64,0,5/14/2000
0.064,2000,05,14,64,0,5/14/2000
0.074,2000,05,15,97,0,5/15/2000
0.074,2000,05,15,97,0,5/15/2000
0.074,2000,05,15,97,0,5/15/2000
0.074,2000,05,15,97,0,5/15/2000
0.04,2000,05,16,34,0,5/16/2000
0.04,2000,05,16,34,0,5/16/2000
0.04,2000,05,16,34,0,5/16/2000
0.04,2000,05,16,34,0,5/16/2000
0.039,2000,05,17,33,0,5/17/2000
0.039,2000,05,17,33,0,5/17/2000
0.039,2000,05,17,33,0,5/17/2000
0.039,2000,05,17,33,0,5/17/2000
0.041,2000,05,18,35,0,5/18/2000
0.041,2000,05,18,35,0,5/18/2000
0.041,2000,05,18,35,0,5/18/2000
0.041,2000,05,18,35,0,5/18/2000
0.024,2000,05,19,20,0,5/19/2000
0.024,2000,05,19,20,0,5/19/2000
0.024,2000,05,19,20,0,5/19/2000
0.024,2000,05,19,20,0,5/19/2000
0.066,2000,05,20,71,0,5/20/2000
0.066,2000,05,20,71,0,5/20/2000
0.066,2000,05,20,71,0,5/20/2000
0.066,2000,05,20,71,0,5/20/2000
0.074,2000,05,21,97,0,5/21/2000
0.074,2000,05,21,97,0,5/21/2000
0.074,2000,05,21,97,0,5/21/2000
0.074,2000,05,21,97,0,5/21/2000
0.054,2000,05,22,46,0,5/22/2000
0.054,2000,05,22,46,0,5/22/2000
0.054,2000,05,22,46,0,5/22/2000
0.054,2000,05,22,46,0,5/22/2000
0.051,2000,05,23,43,0,5/23/2000
0.051,2000,05,23,43,0,5/23/2000
0.051,2000,05,23,43,0,5/23/2000
0.051,2000,05,23,43,0,5/23/2000
0.043,2000,05,24,36,0,5/24/2000
0.043,2000,05,24,36,0,5/24/2000
0.043,2000,05,24,36,0,5/24/2000
0.043,2000,05,24,36,0,5/24/2000
0.035,2000,05,25,30,0,5/25/2000
0.035,2000,05,25,30,0,5/25/2000
0.035,2000,05,25,30,0,5/25/2000
0.035,2000,05,25,30,0,5/25/2000
0.036,2000,05,26,31,0,5/26/2000
0.036,2000,05,26,31,0,5/26/2000
0.036,2000,05,26,31,0,5/26/2000
0.036,2000,05,26,31,0,5/26/2000
0.039,2000,05,27,33,0,5/27/2000
0.039,2000,05,27,33,0,5/27/2000
0.039,2000,05,27,33,0,5/27/2000
0.039,2000,05,27,33,0,5/27/2000
0.072,2000,05,28,90,0,5/28/2000
0.072,2000,05,28,90,0,5/28/2000
0.072,2000,05,28,90,0,5/28/2000
0.072,2000,05,28,90,0,5/28/2000
0.079,2000,05,29,109,0,5/29/2000
0.079,2000,05,29,109,0,5/29/2000
0.079,2000,05,29,109,0,5/29/2000
0.079,2000,05,29,109,0,5/29/2000
0.046,2000,05,30,39,0,5/30/2000
0.046,2000,05,30,39,0,5/30/2000
0.046,2000,05,30,39,0,5/30/2000
0.046,2000,05,30,39,0,5/30/2000
0.047,2000,05,31,40,0,5/31/2000
0.047,2000,05,31,40,0,5/31/2000
0.047,2000,05,31,40,0,5/31/2000
0.047,2000,05,31,40,0,5/31/2000
0.047,2000,06,01,40,0,6/1/2000
0.047,2000,06,01,40,0,6/1/2000
0.047,2000,06,01,40,0,6/1/2000
0.047,2000,06,01,40,0,6/1/2000
0.044,2000,06,02,37,0,6/2/2000
0.044,2000,06,02,37,0,6/2/2000
0.044,2000,06,02,37,0,6/2/2000
0.044,2000,06,02,37,0,6/2/2000
0.018,2000,06,03,15,0,6/3/2000
0.018,2000,06,03,15,0,6/3/2000
0.018,2000,06,03,15,0,6/3/2000
0.018,2000,06,03,15,0,6/3/2000
0.02,2000,06,04,17,0,6/4/2000
0.02,2000,06,04,17,0,6/4/2000
0.02,2000,06,04,17,0,6/4/2000
0.02,2000,06,04,17,0,6/4/2000
0.052,2000,06,05,44,0,6/5/2000
0.052,2000,06,05,44,0,6/5/2000
0.052,2000,06,05,44,0,6/5/2000
0.052,2000,06,05,44,0,6/5/2000
