DMax Ozone,Year,Month,Day,OZONE-WEIGHT,Flag,Site Name,Lat,Lng,Date
0.018,2018,10,11,17,0,QUEENS COLLEGE 2,40.73614,-73.82153,10/11/2018
0.028,2018,10,17,17,0,QUEENS COLLEGE 2,40.73614,-73.82153,10/17/2018
0.029,2018,10,23,17,0,QUEENS COLLEGE 2,40.73614,-73.82153,10/23/2018
0.023,2018,10,29,17,0,QUEENS COLLEGE 2,40.73614,-73.82153,10/29/2018
0.029,2018,11,10,17,0,QUEENS COLLEGE 2,40.73614,-73.82153,11/10/2018
0.031,2018,11,22,17,0,QUEENS COLLEGE 2,40.73614,-73.82153,11/22/2018
0.026,2018,12,4,17,0,QUEENS COLLEGE 2,40.73614,-73.82153,12/4/2018
0.027,2018,12,10,17,0,QUEENS COLLEGE 2,40.73614,-73.82153,12/10/2018
0.025,2018,12,16,17,0,QUEENS COLLEGE 2,40.73614,-73.82153,12/16/2018
0.026,2018,12,22,17,0,QUEENS COLLEGE 2,40.73614,-73.82153,12/22/2018
0.026,2018,12,28,17,0,QUEENS COLLEGE 2,40.73614,-73.82153,12/28/2018
0.026,2020,1,1,17,0,Newark Firehouse,40.720989,-74.192892,1/1/2020
0.027,2020,1,4,17,0,Newark Firehouse,40.720989,-74.192892,1/4/2020
0.011,2020,1,7,17,0,Newark Firehouse,40.720989,-74.192892,1/7/2020
0.018,2020,1,10,17,0,Newark Firehouse,40.720989,-74.192892,1/10/2020
0.002,2020,1,13,17,0,Newark Firehouse,40.720989,-74.192892,1/13/2020
0.031,2020,1,16,17,0,Newark Firehouse,40.720989,-74.192892,1/16/2020
0.033,2020,1,19,17,0,Newark Firehouse,40.720989,-74.192892,1/19/2020
0.023,2020,1,25,17,0,Newark Firehouse,40.720989,-74.192892,1/25/2020
0.035,2020,1,28,17,0,Newark Firehouse,40.720989,-74.192892,1/28/2020
0.016,2020,1,31,17,0,Newark Firehouse,40.720989,-74.192892,1/31/2020
0.027,2020,2,3,17,0,Newark Firehouse,40.720989,-74.192892,2/3/2020
0.007,2020,2,6,17,0,Newark Firehouse,40.720989,-74.192892,2/6/2020
0.024,2020,2,9,17,0,Newark Firehouse,40.720989,-74.192892,2/9/2020
0.032,2020,2,12,17,0,Newark Firehouse,40.720989,-74.192892,2/12/2020
0.025,2020,2,15,17,0,Newark Firehouse,40.720989,-74.192892,2/15/2020
0.037,2020,2,21,17,0,Newark Firehouse,40.720989,-74.192892,2/21/2020
0.024,2020,2,24,17,0,Newark Firehouse,40.720989,-74.192892,2/24/2020
0.038,2020,2,27,17,0,Newark Firehouse,40.720989,-74.192892,2/27/2020
0.041,2020,3,1,17,0,Newark Firehouse,40.720989,-74.192892,3/1/2020
0.039,2020,3,4,17,0,Newark Firehouse,40.720989,-74.192892,3/4/2020
0.04,2020,3,7,17,0,Newark Firehouse,40.720989,-74.192892,3/7/2020
0.034,2020,3,10,17,0,Newark Firehouse,40.720989,-74.192892,3/10/2020
0.034,2020,3,16,17,0,Newark Firehouse,40.720989,-74.192892,3/16/2020
0.042,2020,7,5,17,0,Newark Firehouse,40.720989,-74.192892,7/5/2020
0.03,2020,7,8,17,0,Newark Firehouse,40.720989,-74.192892,7/8/2020
0.04,2020,7,11,17,0,Newark Firehouse,40.720989,-74.192892,7/11/2020
